ID,Expediente Nº,Año,Localidad,Elementos
9388,2830,2011,RICARDO ROJAS,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9389,2839,2011,PASO DEL SAPO,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9390,2840,2011,ALDEA EPULEF,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9391,2860,2011,LAS PLUMAS,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9392,2873,2011,CUSHAMEN,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9393,2831,2011,LAGO BLANCO,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9394,3026,2011,EL MAITEN,1 fotocopiadora
9395,3026,2011,EL MAITEN,1 fotocopiadora
9399,4293,2011,SIERRA COLORADA,1 equipo de sonido
9400,4049,2011,TREVELIN,1 DVD
9401,4049,2011,TREVELIN,"1 equipo de sonido, 1 horno microondas, 10 mesitas, 40 sillitas, 1 LCD 32"""
9403,3617,2011,ESQUEL,1 equipo de sonido
9415,4708,2011,RADA TILLY,1 heladera con freezer
9416,4708,2011,RADA TILLY,1 telefono inalambrico
9418,4038,2011,PTO MADRYN,1 videoproyector
9422,1719,2011,,8 impresoras multifuncion
9431,4706,2011,COMODORO RIVADAVIA,2 microondas
9434,4266,2011,GASTRE, 1 fax
9436,3616,2011,EL MAITEN,1 fotocopiadora
9438,4416,2011,CHOLILA,"1 heladera, 1 colchon 2 plazas, 1 placard, 6 sillas de caño, 1 mesa"
9439,4416,2011,CHOLILA,"1 TV 29"""
9440,3354,2011,EPUYEN,30 sillas plasticas
9474,4293,2011,SIERRA COLORADA,1 videoproyector
9482,4038,2011,PTO MADRYN,1 freezer
9499,4036,2011,PTO MADRYN,"2 microfonos inalambricos, 2 radiograbadores"
9500,4036,2011,PTO MADRYN,1 DVD
9511,4153,2011,PTO MADRYN,1 impresora multifuncion
9512,4153,2011,PTO MADRYN,1 PC
9523,4737,2011,COMODORO RIVADAVIA,2 PC
9524,4737,2011,COMODORO RIVADAVIA,"34 tablones, 102 caballetes"
9525,4737,2011,COMODORO RIVADAVIA,1 videoproyector
9557,4221,2011,TRELEW,1 equipo de sonido
9558,3189,2011,TRELEW,1 equipo de sonido
9572,3024,2011,ESQUEL,1 maquina de coser overlock
9573,3331,2011,PLAYA UNION,2 computadoras
9575,3316,2011,RAWSON, 2 PC
9577,3287,2011,RAWSON,1 PC
9578,3277,2011,PLAYA UNION,3 PC
9579,3275,2011,RAWSON,3 PC
9580,3272,2011,RAWSON,1 PC
9581,3342,2011,RAWSON,2 PC
9607,1885,2011,LAGO PUELO,1 heladera con freezer
9611,2839,2011,PASO DEL SAPO,1 PC
9612,2835,2011,DIQUE AMEGHINO,1 PC
9613,2860,2011,LAS PLUMAS,1 PC
9615,2889,2011,ALDEA APELEG,1 PC
9622,2857,2011,LOS ALTARES,1 PC
9623,2837,2011,ALDEA BELEIRO,1 PC
9625,2830,2011,RICARDO ROJAS,1 PC
9626,2838,2011,ATILIO VIGLIONE,1 PC
9627,2834,2011,FACUNDO,1 PC
9628,2831,2011,LAGO BLANCO,1 PC
9301,454,2012,CHOLILA,"1 termotanque, 6 caloramas, 2 caloramas, 1 cocina industrial"
9302,466,2012,COMODORO RIVADAVIA,"2 heladeras con freezer, 2 cocina industrial"
9303,588,2012,COMODORO RIVADAVIA,"1 TV 29"", 1 heladera c/freezer, 1 freezer, 6 colchones, 6 frazadas, 6 sabanas, 3 ollas, 1 cucharon, 1 cucharon de madera"
9304,465,2012,COMODORO RIVADAVIA,"2 camaras digitales, 3 lavarropas, 8 minicomponentes, 20 colchonetas, 4 microfonos, 1 videoproyector"
9305,465,2012,COMODORO RIVADAVIA,1 fotocopiadora
9316,189,2012,RIO MAYO,"6 PC, 2 impresoras laser"
9317,410,2012,COMODORO RIVADAVIA,1 notebook
9319,222,2012,RIO MAYO,1 PC
9320,155,2012,RIO MAYO,1 PC
9321,189,2012,RIO MAYO,2 tandem de sillas
9325,212,2012,COMODORO RIVADAVIA,"1 termotanque, 1 heladera con freezer"
9329,782,2012,SARMIENTO,"1 cocina industrial, 1 freezer horizontal, 3 mesas plasticas, 20 sillas plasticas"
9330,558,2012,SARMIENTO,1 heladera con freezer
9331,557,2012,SARMIENTO,"1 plancha a vapor, 1 telefono, 1 batidora"
9332,854,2012,SARMIENTO,"1 cocina industrial, 1 freezer horizontal"
9333,775,2012,SARMIENTO,1 heladera
9334,775,2012,SARMIENTO,1 fotocopiadora
9335,775,2012,SARMIENTO,1 videoproyector
9336,802,2012,SARMIENTO,1 DVD
9337,802,2012,SARMIENTO,"1 heladera con freezer, 1 microondas, 1 cocina industrial"
9338,783,2012,SARMIENTO,1 videoproyector
9339,551,2012,SARMIENTO,100 sillas plasticas
9340,781,2012,SARMIENTO,"6 mesas plasticas, 120 sillas plasticas"
9341,781,2012,SARMIENTO,1 videoproyector
9342,774,2012,SARMIENTO,"1 LCD 32"""
9343,1083,2012,COMODORO RIVADAVIA,1 fotocopiadora
9344,822,2012,SARMIENTO,1 impresora multifuncion
9345,803,2012,SARMIENTO,1 fotocopiadora
9346,799,2012,SARMIENTO,1 videoproyector
9347,777,2012,SARMIENTO,1 cocina industrial
9348,777,2012,SARMIENTO,1 videoproyector
9349,982,2012,SARMIENTO,"1 GPS, 1 equipo de radio"
9350,545,2012,SARMIENTO,"15 pelotas Macu Nº 01, 15 pelotas Macu Nº 02, 15 pelotas Macu Nº 03"
9351,545,2012,SARMIENTO,"10 pelotas mini basquet, 10 pelotas handball, 10 pelotas futbol y 10 conos tortugas"
9352,545,2012,SARMIENTO,"30 pcheras, 30 aros hula hula, 20 sogas elasticas, 20 pelotas pulpo, 30 pelotas de tenis"
9353,799,2012,SARMIENTO,1 videoproyector
9354,545,2012,SARMIENTO,"1 cafetera express, 1 motoguadaña, 1 microondas, 100 sillas plasticas"
9355,545,2012,SARMIENTO,1 DVD
9357,150,2012,RIO MAYO,1 oximetro de pulso
9358,804,2012,SARMIENTO,"20 pelotas de volley, 2 juegos de varillas de volley, 20 pelotas de basquet, 20 pelotas de handball, 10 pelotas de futsal, 2 pocket mask, 100 sillas plasticas, 1 camilla"
9359,211,2012,COMODORO RIVADAVIA,"1 horno microondas, 1 heladera c/freezer, 1 equipo de sonido"
9360,743,2012,ESQUEL,"1 videoproyector c/pantalla, 1 PC, 2 handies, 1 impresora multifuncion"
9361,1062,2012,RAWSON,1 fotocopiadora
9364,1060,2012,RAWSON,100 sillas plasticas
9367,802,2012,SARMIENTO,1 microondas
9369,783,2012,SARMIENTO,"1 carro de servicio, para transportar viandas"
9370,468,2012,TRELEW,"1 LCD 32"", 1 freezer"
9372,923,2012,SARMIENTO,1 Computadora
9396,1058,2012,RAWSON,1 horno pizzero
9397,1247,2012,RAWSON,2 aires acondicionados
9398,825,2012,CORCOVADO,1 DVD
9402,1168,2012,TREVELIN,1 impresora multifuncion
9404,800,2012,ALDEA APELEG,"1 cocina industrial, 1 freezer, 1 horno microondas"
9405,1266,2012,RIO PICO,1 videoproyector
9406,800,2012,ALDEA APELEG,"20 platos playos, 20 vasos, 20 tenedores, 20 cuchillos, 20 cucharas, 20 cucharitas, 20 jarros mug, 4 asaderas"
9407,802,2012,SARMIENTO,1 equipo de sonido
9408,801,2012,SARMIENTO,1 videoproyector
9409,801,2012,SARMIENTO,1 impresora multifuncion
9410,557,2012,SARMIENTO,1 equipo de sonido
9411,546,2012,SARMIENTO,"1 lampara de luminoterapia, 2 saturometros"
9412,825,2012,CORCOVADO,"1 LCD 32"", 1 heladera con freezer"
9413,679,2012,GOBERNADOR COSTA,1 equipo de sonido
9414,923,2012,SARMIENTO,1 fax
9417,1409,2012,RADA TILLY,1 equipo de Aire Acondicionado
9419,1267,2012,RAWSON,1 fotocopiadora
9420,1267,2012,RAWSON, 1 videoproyector
9421,1719,2012,RAWSON,8 PC
9423,587,2012,RANQUILHUAO,1 heladera a gas
9424,1550,2012,LAGO PUELO,"1 LCD 32"", 2 ventiladores de pie, 1 microondas, 30 colchonestas, 10 pelotas volley, 10 aros hula hula, 5 mesas 1 escritorio, 50 sillas caño y cuerina, 1 equipo de sonido"
9425,1041,2012,RAWSON,1 equipo de sonido
9426,1013,2012,RAWSON,1 heladera con freezer
9427,1460,2012,ESQUEL,1 fotocopiadora
9428,846,2012,RAWSON,"1 notebook, 1 camara fotografica digital"
9429,1107,2012,COMODORO RIVADAVIA,200 sillas plasticas
9430,1107,2012,COMODORO RIVADAVIA,20 tablones. 40 caballetes
9432,1551,2012,GUALJAINA,1 fotocopiadora
9433,1845,2012,RAWSON,1 heladera almacenera
9435,1288,2012,LAGO PUELO,"1 videoproyector, 1 fotocopiadora, 1 DVD, 1 impresora multifuncion"
9437,2280,2012,EL MAITEN,"1 LCD 32"", 1 cocina industrial, 1 heladera con freezer"
9441,969,2012,EL MAITEN,1 fotocopiadora
9442,1617,2012,RAWSON,"1 heladera con freezer, 1 cocina industrial"
9443,2023,2012,RAWSON,1 aire acondicionado split
9444,493,2012,COMODORO RIVADAVIA,"1 cocina 4 hornallas, 1 videoproyector, 1 freezer"
9445,1246,2012,TRELEW,1 freezer
9446,1412,2012,TRELEW,1 videoproyector
9447,1682,2012,TREVELIN,"1 LCD 32"", 1 PC, 1 teléfono inalámbrico"
9448,1880,2012,LAGO PUELO,"1 notebook, 1 proceadora"
9449,1883,2012,LAGO PUELO,"1 videoproyector, 1 balanza de cocina, 1 microfono inalambrico"
9450,1880,2012,LAGO PUELO,"1 batidora, 1 maquina de coser, 1 licuadora, 1 microondas, 1 pastalinda"
9451,1881,2012,LAGO PUELO,"1 LCD 32"", 1 DVD, 1 heladera con freezer"
9452,1885,2012,LAGO PUELO,1 microondas
9453,2025,2012,LAGO PUELO,1 videoproyector
9454,2069,2012,PASO DE INDIOS,2 notebook
9455,2068,2012,PASO DE INDIOS,1 equipo de sonido
9456,2067,2012,PASO DE INDIOS,"1 oximetro de pulso, 1 multiprocesadora, 1 cafetera electrica"
9457,2066,2012,PASO DE INDIOS,"2 morsas, 1 soldadora, 1 esquiladora, 1 tijera de esquila, 1 peine de esquila, 1 cortadora, 5 palas anchas, 5 palas poceras"
9458,2065,2012,PASO DE INDIOS,1 minicomponente
9459,1842,2012,GOBERNADOR COSTA,"20 colchones, 20 cubrecamas, 20 juegos de sabanas, 20 almohadas, 20 frazadas"
9460,2820,2012,COMODORO RIVADAVIA,1 cocina industrial
9461,2818,2012,COMODORO RIVADAVIA,1 DVD
9462,2865,2012,COMODORO RIVADAVIA,1 equipo de sonido
9463,2857,2012,COMODORO RIVADAVIA,1 impresora multifuncion
9464,2822,2012,COMODORO RIVADAVIA,"1 amasadora pastelera, 1 sobadora pastelera"
9465,2866,2012,COMODORO RIVADAVIA,"1 horno Microondas, 1 cafetera familiar"
9466,680,2012,COMODORO RIVADAVIA,1 impresora multifuncion
9467,680,2012,COMODORO RIVADAVIA,1 freezer
9468,2449,2012,COMODORO RIVADAVIA,"1 LCD 32"""
9469,2812,2012,COMODORO RIVADAVIA,1 equipo de sonido
9470,728,2012,COMODORO RIVADAVIA,"1 pizarra, 1 aspiradora, 1 multiprocesadora, 1 cafetera electrica"
9471,2159,2012,RAWSON,1 aire acondicionado split frio calor
9472,1622,2012,TRELEW,"1 fichero, 50 sillas plasticas"
9473,2337,2012,RIO PICO,1 equipo de sonido
9475,2586,2012,ATILIO VIGLIONE,1 notebook
9476,2164,2012,COMODORO RIVADAVIA,"3 PC, 1 LCD 32"""
9477,1742,2012,COMODORO RIVADAVIA,"1 LCD 32"""
9478,2685,2012,RADA TILLY,1 equipo de sonido
9479,2314,2012,RADA TILLY,5 minicomponentes
9480,2024,2012,RADA TILLY,1 heladera exhibidora
9481,3165,2012,COMODORO RIVADAVIA,"13 TV LCD 32"""
9483,1619,2012,COMODORO RIVADAVIA,"1 fotocopiadora, 1 LCD de 32"""
9484,1619,2012,COMODORO RIVADAVIA,1 fax
9485,2345,2012,PTO MADRYN,1 DVD
9486,2345,2012,PTO MADRYN,"1 LCD de 32"""
9487,2476,2012,PTO MADRYN,1 fotocopìadora
9488,2476,2012,PTO MADRYN,1 impresora
9489,2408,2012,PTO MADRYN,"1 LCD de 32"""
9490,2346,2012,PTO MADRYN,"1 LCD de 32"""
9491,2346,2012,PTO MADRYN,1 DVD
9492,2347,2012,PTO MADRYN,"1 LCD de 32"""
9493,2347,2012,PTO MADRYN,1 DVD
9494,2402,2012,PTO MADRYN,1 DVD
9495,2402,2012,PTO MADRYN,"1 LCD de 32"""
9496,2348,2012,PTO MADRYN,1 notebook
9497,2613,2012,PTO MADRYN,"1 heladera c/freezer, 30 sillas plasticas"
9498,2409,2012,PTO MADRYN,1 fotocopiadora
9501,2616,2012,PTO MADRYN,1 heladera con freezer
9502,2614,2012,PTO MADRYN, 1 freezer
9503,2615,2012,PTO MADRYN,1 FREEZER
9504,3121,2012,PTO MADRYN,1 equipo de sonido
9505,2348,2012,PTO MADRYN,1 videoproyector
9506,2064,2012,PASO DE INDIOS,"1 fax, 2 linternas"
9507,2067,2012,PASO DE INDIOS,"1 fotocopiadora, 1 lampara halógena"
9508,2858,2012,COMODORO RIVADAVIA,1 equipo de sonido
9509,3150,2012,RAWSON,700 juguetes
9510,2022,2012,ESQUEL,"2 caloramas, 1 LCD de 32"", 5 mesas plasticas, 25 sillas plasticas, 1 cocina industrial"
9513,1408,2012,TRELEW,1 equipo de sonido
9514,1845,2012,RAWSON,1 microondas
9515,2067,2012,PASO DE INDIOS,1 impresora multifuncion
9516,3396,2012,COMODORO RIVADAVIA,1 heladera con freezer
9517,2912,2012,COMODORO RIVADAVIA,"1 cocina industrial, 1 batidora industrial"
9518,728,2012,COMODORO RIVADAVIA,"24 sillas, 2 sillones giratorios"
9519,1411,2012,COMODORO RIVADAVIA,1 fotocopiadora
9520,1997,2012,COMODORO RIVADAVIA,2 radiograbadores
9521,1997,2012,COMODORO RIVADAVIA,1 fax
9522,916,2012,COMODORO RIVADAVIA,"1 cocina industrial, 3 caloramas, 2 ventiladores de techo, 1 ventilador de pie, 1 heladera con freezer"
9526,3165,2012,COMODORO RIVADAVIA,13 soportes basculantes
9527,2810,2012,ESQUEL,1 videoproyector
9528,1560,2012,TREVELIN,"1 heladera, 1 lavarropas, 1 equipo de sonido"
9529,2175,2012,CHOLILA,"2 mesas de caño, 1 mesa para PC, 12 sillas de caño"
9530,2197,2012,TRELEW,1 equipo de sonido
9531,2197,2012,TRELEW,1 fotocopiadora
9532,2061,2012,RAWSON,"2 caloramas, 1 cocina, 1 termotanque"
9533,2848,2012,FLORENTINO AMEGHINO,200 sillas plasticas apilables
9534,2284,2012,EL HOYO,"1 LCD 32"", 1 videoproyector, 1 fotocopiadora"
9535,2284,2012,EL HOYO,1 fax
9536,2284,2012,EL HOYO,1 DVD
9537,2176,2012,EL HOYO,1 fotocopiadora
9538,2283,2012,CHOLILA,1 fotocopiadora
9539,2772,2012,RAWSON,"1 cocina industrial, 1 lavarropas"
9540,3494,2012,GAIMAN,"1 multiprocesadora, 1 reproductor de CD"
9541,3495,2012,GAIMAN,"1 aire acondicionado, 1 lavarropas 8 k, 4 termotanques de 120, 1 videoproyector"
9542,3339,2012,GAIMAN,"1 LCD de 32"""
9543,3339,2012,GAIMAN,1 Fax
9544,3498,2012,GAIMAN,1 fotocopiadora
9545,3449,2012,GAIMAN,"1 bombo legüero, 1 guitarra, 1 teclado"
9546,3339,2012,GAIMAN,1 fax
9547,3338,2012,GAIMAN,1 fotocopìadora
9548,3338,2012,GAIMAN,1 videoproyector
9549,3497,2012,GAIMAN,1 equipo de sonido
9550,2912,2012,COMODORO RIVADAVIA,"1 heladera c/freezer, 1 freezer"
9551,3454,2012,GAIMAN,"3 caloramas, 1 cocina industrial, 1 heladera, 1 lavarropas, 1 termotanque de 80"
9552,3496,2012,GAIMAN,1 videoproyector
9553,3337,2012,GAIMAN, 1 freezer
9554,3493,2012,GAIMAN,1 cocina industrial
9555,3340,2012,GAIMAN,1 heladera
9556,2338,2012,RIO PICO,1 videoproyector
9559,1618,2012,28 DE JULIO,2 impresoras multifuncion
9560,1618,2012,28 DE JULIO,1 fotocopiadora
9561,1760,2012,28 DE JULIO,1 equipo de sonido
9562,1620,2012,28 DE JULIO,1 heladera con freezer
9563,1562,2012,28 DE JULIO,1 COCINA INDUSTRIAL
9564,1564,2012,28 DE JULIO,1 freezer
9565,1563,2012,28 DE JULIO,1 cocina industrial
9566,3337,2012,GAIMAN,1 batidora industrial
9567,3495,2012,GAIMAN,1 heladera carnicera
9568,2067,2012,PASO DE INDIOS,1 fotocopiadora
9569,3343,2012,RIO PERCY,1 fotocopiadora
9570,1407,2012,CHOLILA,2 fotocopiadoras
9571,3736,2012,ESQUEL,1 fotocopiadora
9574,2691,2012,COMODORO RIVADAVIA,"2 caloramas, 1 freezer"
9576,3954,2012,ESQUEL,"1 LCD 32 """
9582,3375,2012,EL MAITEN,1 videoproyectos
9583,3376,2012,EL MAITEN,1 fax
9584,3374,2012,EL MAITEN,"1 fotocopiadora, 1 lavarropas automatico, 1 minicomponente, 1 cocina industrial, 2 hornos microondas"
9585,3374,2012,EL MAITEN,1 fax
9586,3374,2012,EL MAITEN,"1 LCD de 32"""
9587,3466,2012,EL MAITEN,"1 LCD de 32"""
9588,3374,2012,EL MAITEN,"1 LCD de 32"""
9589,3625,2012,EL MAITEN,1 freezer
9590,3624,2012,EL MAITEN,1 fotocopìadora
9591,3626,2012,EL MAITEN,1 videoproyector
9592,3465,2012,EL MAITEN,"1 GPS, 1 equipo de sonido"
9593,3621,2012,EL MAITEN,1 videoproyector
9594,3376,2012,EL MAITEN,"1 equipo de sonido, 1 escritorio, 1 microfono inalambrico, 1 fichero, 1 mesa, 6 sillas"
9595,3375,2012,EL MAITEN,1 cocina industrial
9596,3377,2012,EL MAITEN,"1 impresora, 1 minicomponente, 1 heladera con freezer"
9597,3377,2012,EL MAITEN, 1 Fax
9598,3466,2012,EL MAITEN,1 DVD
9599,3466,2012,EL MAITEN, 1 videoproyector
9600,3623,2012,EL MAITEN,1 videoproyector
9601,3623,2012,EL MAITEN,1 fotocopiadora
9602,3373,2012,EL MAITEN,1 termotanque
9603,3373,2012,EL MAITEN,"1 LCD de 32"""
9604,1883,2012,LAGO PUELO,1 equipo de sonido
9605,1881,2012,LAS GOLONDRINAS,1 equipo de sonido
9606,1880,2012,LAGO PUELO,1 equipo de sonido
9608,3592,2012,PLAYA UNION,1 notebook
9609,3930,2012,ESQUEL,1 fax
9610,3953,2012,ESQUEL,"1 LCD de 32"""
9614,3959,2012,ESQUEL,1 heladera con freezer
9616,802,2012,SARMIENTO,1 notebook
9617,557,2012,SARMIENTO, 1 PC
9618,801,2012,SARMIENTO,1 PC
9619,778,2012,SARMIENTO,1 PC
9620,778,2012,SARMIENTO,1 PC
9621,779,2012,SARMIENTO,1 PC
9624,778,2012,SARMIENTO,1 netbook
9629,783,2012,SARMIENTO,1 PC
9630,2283,2012,CHOLILA,5 PC
9631,2176,2012,EL HOYO,5 PC
9632,3928,2012,ESQUEL,1 videoproyector
9633,3318,2012,COMODORO RIVADAVIA,1 equipo de sonido
9634,2421,2012,COMODORO RIVADAVIA,"1 notebook, 1 pendrive, 1 bolso de traslado"
9635,2858,2012,CERRO CENTINELA,1 PC
9636,3233,2012,TRELEW,1 equipo de sonido
9637,3994,2012,COMODORO RIVADAVIA,1 equipo de sonido
9638,2829,2012,GAN GAN, 1 PC
9639,2685,2012,RADA TILLY," 1 videoproyector, 1 fotocopiadora"
9640,3737,2012,TRELEW,5 ventiladores de pie
9641,1405,2012,COMODORO RIVADAVIA,1 fotocopiadora
9642,1410,2012,COMODORO RIVADAVIA,1 fotocopiadora
9643,1004,2012,TRELEW,1 PC
9644,1004,2012,TRELEW,1 impresora multifuncion
9645,4684,2012,GOBERNADOR COSTA,1 fotocopiadora
9646,4228,2012,TRELEW, 1 videoproyector c/pantalla
9647,4684,2012,GOBERNADOR COSTA,1 PC
9648,2873,2012,CUSHAMEN,1 PC
9649,4178,2012,RAWSON,1 impresora multifuncion
9650,4177,2012,PLAYA UNION,1 impresora multifuncion
9651,4171,2012,RAWSON,1 impresora multifuncion
9652,4175,2012,RAWSON,1 impresora multifuncion
9653,4498,2012,RAWSON,1 fotocopiadora
9654,3960,2012,ESQUEL,1 equipo de sonido
9655,3961,2012,ESQUEL,1 balanza electronica
9656,4172,2012,RAWSON, 1 impresora multifuncion
9657,2855,2012,COMODORO RIVADAVIA,"2 Camillas de traslado, 1 cama hiperobesos, 1 colchon hiperobeso"
9658,4545,2012,PTO MADRYN," 1 videoproyector, 1 home theater"
9659,4174,2012,RAWSON, 1 impresora multifuncion
9660,4707,2012,GOBERNADOR COSTA,1 videoproyector
9661,4176,2012,RAWSON,1 impresora multifuncion
9662,4173,2012,RAWSON,1 impresora multifuncion
9663,3932,2012,ESQUEL,1 videoproyector
9664,1550,2012,LAGO PUELO,1 batidora mas bowl
9665,3590,2012,GAIMAN,"1 horno pizzero, 1 horno microondas"
9666,4053,2012,ESQUEL,1 heladera con freezer
9667,3932,2012,ESQUEL,1 videoproyector
9668,3929,2012,ESQUEL,1 videoproyector
9669,3956,2012,ESQUEL,1 fotocopiadora
9670,4856,2012,PTO MADRYN,1 equipo de sonido
9671,4854,2012,PTO MADRYN,1 fotocopiadora
9672,4859,2012,PTO MADRYN,2 caloramas de 9000 kcal
9673,4858,2012,PTO MADRYN,1 horno microondas
9674,4858,2012,PTO MADRYN,2 DVD
9675,4858,2012,PTO MADRYN,3 radiograbadores
9676,4858,2012,PTO MADRYN,1 equipo de sonido
9677,5621,2012,ESQUEL,1 cocina industrial
9678,2819,2012,COMODORO RIVADAVIA,1 fotocopiadora
9679,2633,2012,COMODORO RIVADAVIA,1 fotocopiadora
9680,4355,2012,TRELEW,1 DVD
9681,4355,2012,TRELEW,"1 LCD de 32"""
9682,4911,2012,TRELEW,1 PC
9684,4733,2012,PLAYA UNION,1 heladera con freezer
9685,5002,2012,JOSE DE SAN MARTIN,2 impresoras multifuncion.-
9686,5001,2012,JOSE DE SAN MARTIN,1 equipo de sonido
9687,5000,2012,JOSE DE SAN MARTIN,5 maquinas de coser
9688,4541,2012,JOSE DE SAN MARTIN,"1 videoproyector, 2 extintores"
9689,5003,2012,JOSE DE SAN MARTIN,1 equipo de sonido
9690,4998,2012,JOSE DE SAN MARTIN,1 fax
9691,825,2012,CORCOVADO,1 PC
9692,4971,2012,RAWSON,1 bicicleta mountain bike
9693,2840,2012,ALDEA EPULEF,1 PC
9694,3628,2012,TRELEW,1 Lavarropas automatico 8 kgr
9695,2814,2012,COMODORO RIVADAVIA,1 freezer
9696,2863,2012,COMODORO RIVADAVIA,1 impresora multifuncion
9697,2906,2012,COMODORO RIVADAVIA,1 impresora multifuncion
9698,3011,2012,COMODORO RIVADAVIA,1 freezer familiar
9699,3957,2012,ESQUEL,1 fax
9700,2824,2012,COMODORO RIVADAVIA,1 armario metalico
9701,2859,2012,COMODORO RIVADAVIA,1 DVD
9702,3963,2012,ESQUEL,"1 LCD de 32"""
9703,2165,2012,ESQUEL,1 videoproyector
9704,4496,2012,ESQUEL,"1 LCD de 32"""
9705,3952,2012,ESQUEL,2 radiograbadores
9706,3995,2012,TREVELIN,1 equipo de sonido
9707,4734,2012,TRELEW,1 equipo de sonido
9708,2862,2012,COMODORO RIVADAVIA,1 fotocopiadora
9709,4666,2012,TRELEW,5 planchas a vapor
9710,4904,2012,TRELEW,1 maquina de coser
9711,4903,2012,TRELEW,"1 LCD de 32"""
9712,4903,2012,TRELEW,1 multiprocesadora
9713,4668,2012,TRELEW,1 videoproyector
9714,4657,2012,TRELEW,5 vallas de atletismo
9715,4051,2012,ESQUEL,1 equipo de sonido
9716,4667,2012,TRELEW,"1 LCD de 32"""
9717,4656,2012,TRELEW, 1 freezer
9718,4665,2012,TRELEW,"1 LCD 32"""
9719,4736,2012,TRELEW,"1 LCD de 32"""
9720,4673,2012,TRELEW,2 PC
9721,4673,2012,TRELEW,2 impresoras multifuncion
9722,4735,2012,TRELEW,1 impresora multifuncion
9723,4735,2012,TRELEW,1 PC
9724,4659,2012,TRELEW,1 impresora multifuncion
9725,4659,2012,TRELEW,1 PC
9726,4674,2012,TRELEW, 1 PC
9727,4674,2012,TRELEW, 1 impresora multifuncion
9728,4663,2012,TRELEW,1 impresora multifuncion
9729,4663,2012,TRELEW,1 PC
9730,4662,2012,TRELEW,1 impresora multifuncion
9731,4662,2012,TRELEW,1 PC
9732,3464,2012,EL MAITEN,1 procesadora de alimentos industrial
9733,3116,2012,PTO MADRYN, 1 videoproyector
9734,4377,2012,CORCOVADO,1 videoproyector
9735,4997,2012,TRELEW,1 equipo de sonido
9736,5170,2012,RAWSON,1 cocina 8 hornallas
9737,4850,2012,TRELEW,1 cocina a gas
9738,4819,2012,RAWSON,1 fotocopiadora
9739,3768,2012,ESQUEL,3 maquinas de coser
9740,3768,2012,ESQUEL,3 maquinas de coser
9741,3941,2012,EL HOYO,1 fotocopiadora
9742,4515,2012,RAWSON,"1 notebook, 1 valija, 1 mouse, 1 pendrive de 4gb"
9743,4650,2012,TRELEW,"1 notebook, 1 pendrive 4 gb, 1 bolso traslado, 1 mouse"
9744,1994,2012,COMODORO RIVADAVIA,"1 heladera con freezer, 1 cocina industrial, 1 equipo de audio, 1 calorama"
9745,5024,2012,RAWSON,1 cocina 4 hornallas
9746,3199,2012,COMODORO RIVADAVIA,"1 videoproyector, 1 pizarron de pie"
9747,3319,2012,TRELEW,"1 balanza, 1 batidora planetaria, 1 microondas, 1 cortadora de fiambre"
9748,1994,2012,BUEN PASTO,"1 lavarropas automatico, 1 cafetera electrica, 1 LCD de 32"""
9749,4978,2012,PUERTO MADRYN,1 máquina Braille- Perkins Brailler-
9792,2721,2012,COMODORO RIVADAVIA,"2 ollas de 40 litros, 1 olla 38 litros, 2 cucharones, 1 videoproyector, 1 cocina 6 hornallas, 1 freezer"
9793,2721,2012,COMODORO RIVADAVIA,1 equipo de sonido
9794,5481,2012,DIADEMA,1 heladera con freezer
9795,5669,2012,COMODORO RIVADAVIA,1 videoproyector
9796,5641,2012,COMODORO RIVADAVIA,1 microondas
9797,5636,2012,COMODORO RIVADAVIA,1 freezer
9800,5023,2012,RAWSON,"cama 1 plaza,  cama 2 plaza, colchon 1 plaza, cama 2 plaza, 1 juego de comedor"
9813,4685,2012,COMODORO RIVADAVIA,1 equipo de sonido
9826,3323,2012,COMODORO RIVADAVIA,1 videoproyector
9828,408,2012,RAWSON,2 maquinas de coser
9829,1060,2012,RAWSON,1 freezer
9830,1061,2012,RAWSON,"2 lavarropas de 13,5 kgrs"
9831,727,2012,RAWSON,1 freezer
9832,4483,2012,PTO MADRYN,"200 sillas plasticas, 20 placas melamina, 60 caballetes pino"
9833,2584,2012,PTO MADRYN,1 equipo de calefaccion de 38000 kcal
9834,4180,2012,TRELEW,"1 equipo de sonido, 1 videocamara"
9848,4227,2012,ESQUEL,1 LCD
9865,3081,2012,COMODORO RIVADAVIA,"1 tablon de melamina, 3 caballetes"
9893,5105,2012,ALDEA EPULEF,"1 almohada, 1 cama, 2 frazadas"
9901,4018,2012,GAIMAN,1 freezer
9910,6020,2012,SARMIENTO,"2 colchonetas, 20 sogas elasticas (ya recibido)"
9918,3735,2012,TRELEW,1 fotocopiadora
9920,1619,2012,COMODORO RIVADAVIA,"1 fotocopiadora, 1 LCD"
9931,5063,2012,ALDEA EPULEF,"1 PC, 1 impresora"
9953,5625,2012,PTO MADRYN,1 pileta Intex (de lona)
9974,4265,2012,PTO MADRYN, 1 notebook
9993,4203,2012,TREVELIN,1 impresora laser
