ID,Expediente Nº,Año,Localidad,Elementos
8808,1273,2011,DOLAVON,2 PC
8809,1289,2011,BETHESDA,1 freezer
8810,1277,2011,DOLAVON,"1 heladera c/freezer, 1 freezer"
8811,1277,2011,DOLAVON,4 radiograbadores
8812,1276,2011,DOLAVON,1 fax
8813,1276,2011,DOLAVON,1 equipo de sonido
8814,1276,2011,DOLAVON,"1 balanza familiar, 4 colchonetas"
8815,1272,2011,DOLAVON,"1 TV 29"""
8816,1272,2011,DOLAVON,1 impresora
8817,1272,2011,DOLAVON,2 PC
8818,1272,2011,DOLAVON,"3 mesas p/PC, 1 heladera bajomesada"
8819,1275,2011,DOLAVON,1 impresora
8820,1275,2011,DOLAVON,1 PC
8821,1602,2011,PTO MADRYN,1 impresora
8822,1062,2011,PTO MADRYN,1 fotocopiadora
8823,1062,2011,PTO MADRYN,3 radiograbadores
8824,806,2011,RIO MAYO,1 fotocopiadora
8825,625,2011,TRELEW,"1 tv 21"", 1 cocina, 1 heladera c/freezer"
8826,893,2011,TRELEW,3 sillas de ruedas
8827,804,2011,TRELEW,1 notebook c/bolso
8833,616,2011,CHOLILA,"1 microondas, 4 mesas p/vianda"
8834,608,2011,CHOLILA,100 sillas
8836,905,2011,CORCOVADO,1 DVD
8837,905,2011,CORCOVADO,1 videoproyector
8838,905,2011,CORCOVADO,"1 TV 29"""
8839,692,2011,EL MAITEN,1 equipo de sonido
8842,905,2011,CORCOVADO,1 fotocopiadora
8850,1064,2011,COMODORO RIVADAVIA,"1 TV 29"", 1 microondas"
8851,899,2011,TRELEW,1 equipo de sonido
8857,371,2011,CHOLILA,"4 camas cuchetas, 8 colchones"
8860,899,2011,TRELEW,1 videoproyector
8861,888,2011,TRELEW,1 impresora
8862,888,2011,TRELEW,"30 sillas plasticas, 1 PC"
8863,899,2011,TRELEW,"1 fotocopiadora, 100 sillas plasticas, 3 PC"
8866,887,2011,TRELEW,1 PC
8867,887,2011,TRELEW,1 impresora
8868,898,2011,TRELEW,"1 PC, 1 fotocopìadora"
8869,739,2011,GAIMAN,1 videoproyector
8870,891,2011,TRELEW,100 sillas plasticas
8871,739,2011,GAIMAN,1 fotocopiadora
8873,277,2011,RAWSON,1 videoproyector
8874,897,2011,TRELEW,1 juego de camisetas
8875,902,2011,TRELEW,2 juegos de camisetas
8876,895,2011,TRELEW,"6 Chalecos, 50 pelotas de rugby"
8877,896,2011,TRELEW,5 juegos de camisetas
8878,901,2011,TRELEW, 3 máquinas de coser
8879,892,2011,TRELEW,"1 PC, 1 fotocopiadora"
8884,965,2011,TRELEW,"1 colchon, 1 cocina, 1 heladera"
8885,900,2011,TRELEW,"1 lavarropas, 1 cocina industrial"
8887,967,2011,COMODORO RIVADAVIA,1 videoproyector
8888,967,2011,COMODORO RIVADAVIA,1 fotocopiadora
8889,367,2011,COMODORO RIVADAVIA,"1 freezer, 1 cocina industrial, 1 TV 29"", 50 sillas plasticas apilables"
8890,1063,2011,COMODORO RIVADAVIA,1 PC
8891,1381,2011,DOLAVON,200 sillas plasticas apilables
8895,1424,2011,RAWSON,1 fotocopiadora
8896,1706,2011,PTO MADRYN,"cinco colchonetas, instrumentos musicales varios"
8897,1563,2011,RAWSON,1 impresora
8898,1563,2011,RAWSON,1 PC
8899,805,2011,CAMARONES,1 equipo de sonido
8900,884,2011,TRELEW,"1 horno pizzero, 1 cocina industrial"
8902,1766,2011,PTO MADRYN,1 notebook
8903,1284,2011,TECKA," 1 Tv 29"""
8904,616,2011,CHOLILA,"1 mesa rectangular, 6 Sillas de caño"
8905,257,2011,RAWSON,"2 handies, 1 motobomba, 1 estacion metereológica"
8906,964,2011,DIQUE AMEGHINO,1 heladera c/freezer
8907,1444,2011,COMODORO RIVADAVIA,2 caloramas
8908,1271,2011,DOLAVON,elementos varios de cocina y vajilla
8909,1598,2011,ALTO RIO SENGUER,"1 impresora laser, 1 PC,  1 máquina de coser"
8910,1595,2011,ALTO RIO SENGUER,"1 TV 29"""
8911,1595,2011,ALTO RIO SENGUER,1 DVD
8912,1595,2011,ALTO RIO SENGUER,"1 motoguadaña, 2 palas, 2 rastrillos, 2 picotas, 1 escoba de jardin, 1 manguera 25 mts"
8913,1599,2011,ALTO RIO SENGUER,"2 PC, 1 impresora laser"
8914,1574,2011,FACUNDO,"50 sillas plasticas, 25 mesas"
8915,1613,2011,ALDEA APELEG,"2 pavas electricas, 1 aspiradora, 1 microondas"
8916,1613,2011,ALDEA APELEG,1 equipo de sonido
8917,1620,2011,ALDEA APELEG,1 fotocopiadora
8918,1591,2011,ALTO RIO SENGUER,"1 impresora laser, 1 PC, 1 set de microfonos"
8919,1590,2011,RICARDO ROJAS,1 equipo de sonido
8920,1590,2011,RICARDO ROJAS,2 impresoras
8921,1598,2011,RICARDO ROJAS,1 oximetro
8922,1594,2011,ALTO RIO SENGUER,"1 impresora laser, 1 cortadora de cesped, 1 plancha, 1 tabla de planchar, 3 placares"
8923,1592,2011,ALTO RIO SENGUER,"60 sillas plasticas, 10 mesas plasticas, 1 juego de camisetas de basquet, 1 juego de camisetas de futbol"
8924,1597,2011,ALTO RIO SENGUER,1 fotocopiadora
8925,1596,2011,ALTO RIO SENGUER,"1 silla p/ducha, 9 camas, 9 colchones c/almohada, 1 microondas 1 alacena"
8926,1593,2011,ALTO RIO SENGUER,5 bombos criollos
8927,1598,2011,ALTO RIO SENGUER,"1 TV 29"""
8928,156,2011,TREVELIN,1 DVD
8929,156,2011,TREVELIN,1 camara digital
8930,156,2011,TREVELIN,"1 TV 29"""
8931,968,2011,RADA TILLY,8 PC
8932,968,2011,RADA TILLY,1 fotocopiadora
8933,1267,2011,TRELEW,3 lavarropas
8934,310,2011,TREVELIN,1 batidora de pie industrial
8935,1074,2011,PTO MADRYN,1 videoproyector
8936,1566,2011,RAWSON,2 maquinas de coser
8937,1245,2011,RAWSON,1 PC
8938,1245,2011,RAWSON,1 impresora
8939,1343,2011,TRELEW,"1 lavarropas automatico , 1 minicomponente c/microfono"
8940,1074,2011,PTO MADRYN,1 fotocopiadora
8942,1435,2011,TRELEW,1 horno pizzero 24 moldes 2 bocas
8943,478,2011,RANQUILHUAO,"1 acordeon verdulera, 1 guitarra"
8944,1886,2011,PTO MADRYN,70 sillas plasticas apilables
8945,1337,2011,TRELEW,20 juegos de mesa OC Nº518/11
8946,1337,2011,TRELEW,"25 colchonetas, 5 pelotas de voley, 5 handball, 5 basquet, 2 redes de voley, 20 aros hula hula"
8947,1337,2011,TRELEW,"2 heladeras c/freezer, 1 cortadora de fiambre, 2 multiprocesadoras"
8948,1337,2011,TRELEW,1 DVD
8949,1337,2011,TRELEW,"2 TV de 29"""
8950,1341,2011,TRELEW,"1 horno pizzero, 1 freezer, vajilla para 60 OC Nº 508/11"
8951,1437,2011,TRELEW,"1 heladera c/freezer, 1 horno microondas"
8954,1777,2011,EL ESCORIAL,"16 kits escolares, 21 kits escolares"
8955,1411,2011,TRELEW,"1 maquina de coser, 1 notebook"
8956,370,2011,CHOLILA,1 multiprocesadora industrial
8957,1211,2011,LAGO PUELO,"1 notebook, 1 office 2010"
8958,152,2011,EL HOYO,"1 bajo, 1 guitarra, 1 consola, 3 banjos, 1 trompeta, 1 bateria, 1 juego de tumbadoras"
8960,1294,2011,PASO DE INDIOS,"1 calorama de 4000 kcal, 1 calorama de 6000 kcal, 2 placards, 1 cucheta de caño, 1 colchon de 2 plazas"
8961,1274,2011,GAIMAN,"1 máquina de coser, 1 taladro electrico, 1 destornillador electrico, 4 pelotas de futbol, 4 pelotas de volley, 4 pelotas de basquet, 1 microfono inalambrico"
8963,1076,2011,ATILIO VIGLIONE,"1 heladera c/freezer, 1 cocina a gas"
8964,691,2011,TECKA,"1 freezer, 12 camisetas de basquet, 1 juego de camisetas de futbol, 5 pelotas Nº 5, 5 pelotas de papi,  1 par de guantes de box, 3 shorts de box, 3 musculosas, 3 cabezales, 3 protectores inguinales"
8966,1564,2011,ESQUEL,3 Aros de basquet
8970,1061,2011,COMODORO RIVADAVIA,1 notebook
8971,32,2011,COMODORO RIVADAVIA,"1 termotanque, vajilla para 100 personas"
8972,1866,2011,COMODORO RIVADAVIA,"1 heladera c/freezer, 1 microondas, 1 pastalinda, 150 sillas plasticas 1 olla de 20 ltrs"
8973,2010,2011,TRELEW,30 almohadas
8974,1337,2011,TRELEW,vajilla p/100 personas OC 515/11
8975,479,2011,GAIMAN,3 aires acondicionados
8976,1436,2011,DOLAVON,"1 heladera, 1 cocina a gas, 18 sillas, 1 TV, 2 placards, 1 mesa de luz, 2 modulares, 1 ventilador de pie, 3 mesas de caño"
8978,1210,2011,TRELEW,50 SILLAS PLÁSTICAS
8980,1989,2011,PASO DE INDIOS,1 fax
8981,1989,2011,PASO DE INDIOS,"1 freezer, 1 microondas"
8983,1990,2011,PASO DE INDIOS,1 fotocopiadora
8984,2012,2011,CERRO CONDOR,1 videoproyector
8985,1988,2011,PASO DE INDIOS,2 PC
8986,2013,2011,PASO DE INDIOS,1 fax
8987,2013,2011,PASO DE INDIOS,1 PC
8988,2013,2011,PASO DE INDIOS,1 fotocopiadora
8989,2038,2011,LOS ALTARES,1 cortado de fiambre
8990,2038,2011,LOS ALTARES,1 videoproyector
8991,1988,2011,PASO DE INDIOS,1 fotocopiadora
8992,2048,2011,PASO DE INDIOS,150 sillas plasticas
8993,1991,2011,PASO DE INDIOS,150 sillas
8994,1992,2011,PASO DE INDIOS,"5 termotanques electrico, 5 cocinas a gas"
8995,1988,2011,PASO DE INDIOS,1 fax
8996,1988,2011,PASO DE INDIOS,1 impresora
8997,1996,2011,TRELEW,"1 TV de 29"""
8998,1778,2011,PLAYA UNION,"1 desmalezadora, 1 máquina de cortar el cesped"
8999,1994,2011,TRELEW,1 notebook
9000,1842,2011,RAWSON,1 termotanque
9003,886,2011,TRELEW,1 PC
9004,886,2011,TRELEW,1 impresora
9007,1594,2011,ALTO RIO SENGUER,1 PC
9008,2217,2011,TRELEW,"1 notebook, 3 armarios, 1 heladera"
9009,2217,2011,TRELEW,1 equipo de sonido
9010,2293,2011,TRELEW,2 caloramas
9012,1946,2011,TRELEW,"1 heladera, 2 armarios metalicos"
9013,1946,2011,TRELEW,1 Fax
9014,1946,2011,TRELEW,1 videoproyector
9016,2193,2011,TRELEW,1 equipo de sonido
9017,2193,2011,TRELEW,1 minicomponente
9018,2217,2011,TRELEW,1 PC
9019,1946,2011,TRELEW,1 PC
9020,2194,2011,TRELEW,1 notebook
9021,2077,2011,RAWSON,"1 cocina industrial, 1 campana, 1 horno pizzero, 1 extractor de techo, 1 heladera comercial, 1 freidora comercial"
9022,2077,2011,RAWSON,1 estanteria por modulos
9023,2078,2011,RAWSON,1 notebook
9026,608,2011,CHOLILA,1 carro de srvicio de acero
9027,2941,2011,TRELEW,1 notebook
9028,2378,2011,COMODORO RIVADAVIA,"1 cocina Industrial, 1 minicomponente c/microfono"
9029,2485,2011,COMODORO RIVADAVIA,1 calorama
9030,2489,2011,COMODORO RIVADAVIA,"1 freidora industrial, 1 calorama convector"
9031,2486,2011,COMODORO RIVADAVIA,"1 freezer, 1 microondas"
9032,1911,2011,COMODORO RIVADAVIA,1 videoproyector
9033,2485,2011,COMODORO RIVADAVIA,1 heladera con freezer
9034,2366,2011,COMODORO RIVADAVIA,1 fotocopiadora
9035,2366,2011,COMODORO RIVADAVIA,"100 sillas plasticas apilables, 1 termotanque, 1 cocina industrial, 1 heladera con freezer"
9036,2488,2011,COMODORO RIVADAVIA,1 escritorio
9037,1911,2011,COMODORO RIVADAVIA,1 fotocopiadora
9038,1911,2011,COMODORO RIVADAVIA,"1 TV 29"""
9039,2370,2011,COMODORO RIVADAVIA,1 DVD
9040,1911,2011,COMODORO RIVADAVIA,"100 sillas plasticas, 1 heladera con freezer"
9041,2375,2011,COMODORO RIVADAVIA,2 maquinas de coser
9042,2363,2011,COMODORO RIVADAVIA,2 juegos de camisetas
9043,2377,2011,COMODORO RIVADAVIA,1 impresora
9044,2360,2011,COMODORO RIVADAVIA,1 equipo de sonido
9045,445,2011,DIADEMA,1 fotocopiadora
9046,2218,2011,COMODORO RIVADAVIA,1 equipo de sonido
9047,962,2011,COMODORO RIVADAVIA,"1 cocina a gas, 1 termotanque, 2 calefactores"
9048,2373,2011,COMODORO RIVADAVIA,"2 hornos microondas, 1 minicomponente c/microfono"
9049,2369,2011,COMODORO RIVADAVIA,"1 lavarropa, 20 sillas de caño"
9050,2373,2011,COMODORO RIVADAVIA,1 videoproyector
9051,961,2011,COMODORO RIVADAVIA,"1 heladera con freezer, 1 cocina"
9052,1811,2011,COMODORO RIVADAVIA,1 notebook
9053,2367,2011,COMODORO RIVADAVIA,"1 cocina industrial, 1 lavarropas, 1 plancha"
9054,2376,2011,COMODORO RIVADAVIA,1 videoproyector
9055,2371,2011,COMODORO RIVADAVIA,"1 cocina industrial, 1 microprocesadora, 2 licuadoras, 1 horno microondas"
9056,2368,2011,COMODORO RIVADAVIA,"1 freezer, 1 minicomponente"
9057,2370,2011,COMODORO RIVADAVIA,"1 TV 29"""
9058,2370,2011,COMODORO RIVADAVIA,"1 muliprocesadora, 1 minicomponente c/microfono"
9059,2367,2011,COMODORO RIVADAVIA,"1 TV 29"""
9060,2367,2011,COMODORO RIVADAVIA,1 fax
9061,2362,2011,COMODORO RIVADAVIA,"1 mesa de TV, 1 freezer, 3 grabadores de periodista, 2 mic. Inalambricos, 1 procesadora industrial, 2 pavas electricas, 1 red de voley"
9062,2365,2011,COMODORO RIVADAVIA,1 heladera con freezer
9063,2359,2011,COMODORO RIVADAVIA,"10 balones de voley, 1 red de voley, 8 conos medianos, 2 armarios metálicos, 1 juego de camisetas"
9064,2359,2011,COMODORO RIVADAVIA,1 equipo de sonido
9065,2385,2011,COMODORO RIVADAVIA,2 videoproyectores
9066,2362,2011,COMODORO RIVADAVIA,2 impresoras
9067,2362,2011,COMODORO RIVADAVIA,"1 TV 29"""
9069,2487,2011,COMODORO RIVADAVIA,1 fotocopiadora
9070,2361,2011,COMODORO RIVADAVIA,1 equipo de sonido
9072,1088,2011,COMODORO RIVADAVIA,1 fax
9073,2362,2011,COMODORO RIVADAVIA,1 DVD
9074,2487,2011,COMODORO RIVADAVIA,1 heladera con freezer
9075,962,2011,COMODORO RIVADAVIA,"1 cocina, 1 termotanque, 2 calefactores"
9076,1088,2011,COMODORO RIVADAVIA,"1 impresora laser, 1 heladera con freezer, 1 freezer, 4 bibliotecas 2 escritorios,4 sillas de oficina"
9077,1947,2011,TRELEW,1 desmalezadora
9078,2350,2011,ESQUEL,"2 PC, 2 Impresoras"
9079,2349,2011,RIO PICO,3 PC
9080,2940,2011,COMODORO RIVADAVIA,1 notebook
9081,1912,2011,COMODORO RIVADAVIA,1 fotocopiadora
9082,1912,2011,COMODORO RIVADAVIA,"100 sillas plasticas apilables, 6 tablones y 24 caballetes"
9083,2372,2011,COMODORO RIVADAVIA,"1 termotanque, 1 calefactor"
9084,2372,2011,COMODORO RIVADAVIA,1 impresora
9085,2372,2011,COMODORO RIVADAVIA,1 PC
9086,2488,2011,COMODORO RIVADAVIA,1 PC
9087,2488,2011,COMODORO RIVADAVIA,1 PC
9088,2488,2011,COMODORO RIVADAVIA,1 impresora
9089,1911,2011,COMODORO RIVADAVIA,"100 sillas plasticas, 6 tablones, 24 caballetes"
9090,2366,2011,COMODORO RIVADAVIA,100 sillas plasticas
9091,2490,2011,COMODORO RIVADAVIA,1 impresora
9092,2490,2011,COMODORO RIVADAVIA,2 PC
9093,1866,2011,COMODORO RIVADAVIA,1 olla de aluminio Nº 30
9094,2364,2011,COMODORO RIVADAVIA,50 sillas plasticas
9095,2364,2011,COMODORO RIVADAVIA,1 videoproyector
9096,2451,2011,RADA TILLY,1 videoproyector
9097,2428,2011,TRELEW,"1 freezer, 1 balanza, 1 tiernizadora de carne,, 1 disco Cal."
9098,2547,2011,COMODORO RIVADAVIA,1 impresora
9099,2547,2011,COMODORO RIVADAVIA,1 PC
9100,2362,2011,COMODORO RIVADAVIA,"1 mesa de TV, 1 freezer, 3 grabadores de periodista, 2 micrófonos inalámbricos, 2 aspiradoras industriales, 1 procesadora industrial, 2 pavas electricas, 1 red de voley"
9101,434,2011,COMODORO RIVADAVIA,1 fotocopiadora
9102,3188,2011,LAGO PUELO,1 equipo de sonido
9103,434,2011,COMODORO RIVADAVIA,1 PC
9104,3274,2011,RAWSON,150 sillas plasticas
9105,3184,2011,RAWSON,150 sillas plasticas
9106,3177,2011,PTO MADRYN,"1 horno pizzero, 2 freezer, 1 termotanque, 5 maquinas de coser"
9107,3393,2011,RAWSON,1 bicicleta
9108,2377,2011,COMODORO RIVADAVIA,1 PC
9109,3280,2011,RAWSON,1 fotocopiadora
9110,3313,2011,RAWSON,1 freezer
9111,3313,2011,RAWSON,1 equipo de sonido
9112,3311,2011,RAWSON, 1 videoproyector
9113,3332,2011,RAWSON,1 equipo de aire acondicionado
9114,3186,2011,RAWSON,"2 JUEGOS DE CAMISETAS, 1 MAQUINA DE COSER"
9115,3186,2011,RAWSON,1 EQUIPO DE SONIDO
9116,3287,2011,RAWSON,"20 sillas plasticas, 4 mesas plasticas, 1 maquina de coser industrial"
9117,3317,2011,RAWSON,1 equipo de sonido
9118,3322,2011,RAWSON,1 equipo de sonido
9119,3547,2011,TRELEW,1 equipo de sonido
9120,3547,2011,TRELEW,150 sillas plasticas
9121,3276,2011,RAWSON,"50 sillas, 5 mesas de plastica"
9122,3314,2011,RAWSON,100 sillas plasticas apilables
9123,3273,2011,RAWSON,1 DVD
9124,3346,2011,RAWSON,1 fotocopiadora
9125,803,2011,28 DE JULIO,50 sillas plasticas apilables
9126,1949,2011,GUALJAINA,4 maquinas de coser
9128,1706,2011,PTO MADRYN,3 maracas metalicas
9129,2716,2011,TRELEW,"1 overlock, 3 máquinas de coser, 2 planchas"
9130,3581,2011,BRYN GWYN,1 equipo de sonido
9131,3581,2011,BRYN GWYN,2 DVD
9132,3329,2011,RAWSON,1 DVD
9133,3329,2011,RAWSON, 1 fax
9134,3391,2011,TRELEW,1 notebook
9135,3283,2011,TREVELIN,"1 TV 29"""
9136,2449,2011,RADA TILLY,1 equipo de sonido
9137,3313,2011,RAWSON,40 sillas plasticas
9139,2449,2011,RADA TILLY,1 equipo de sonido
9140,2433,2011,LAGUNITA SALADA,"1 heladera, 1 balanza"
9141,3544,2011,TRELEW,"1 lavarropas, 1 batidora"
9142,3310,2011,GAIMAN,1 notebook
9143,3279,2011,RAWSON,1 heladera mostrador
9144,3316,2011,RAWSON,"2 TV 29"""
9145,3619,2011,TRELEW,1 notebook
9146,3364,2011,TRELEW,1 fotocopiadora
9147,2742,2011,RAWSON,1 heladera c/freezer
9148,2230,2011,TRELEW,1 videoproyector
9149,2939,2011,TRELEW,1 videoproyector
9150,3366,2011,RAWSON,"1 heladera con freezer, 1 cocina a gas"
9151,1558,2011,RAWSON,1 fotocopiadora
9152,3824,2011,PTO MADRYN,1 equipo de sonido
9153,3823,2011,PTO MADRYN,1 impresora multifuncion
9154,3821,2011,PTO MADRYN,1 equipo de sonido
9155,3459,2011,PTO MADRYN,1 fotocopiadora
9156,3461,2011,PTO MADRYN,1 equipo de sonido
9157,3461,2011,PTO MADRYN,1 videoproyector
9158,3462,2011,PTO MADRYN,"1 heladera con freezer, 1 horno microondas"
9159,3820,2011,PTO MADRYN,1 fotocopiadora
9160,3828,2011,,
9161,3828,2011,PTO MADRYN,"2 estanterias, 6 sillas de oficina"
9162,3895,2011,PTO MADRYN,1 DVD
9163,3895,2011,PTO MADRYN,"1 TV 29"""
9164,3827,2011,PTO MADRYN,1 equipo de sonido
9165,3460,2011,PTO MADRYN,"1 TV LCD 42"""
9166,3822,2011,PTO MADRYN,"1 TV de 29"", 1 horno microondas, 1 heladera con freezer"
9167,3822,2011,PTO MADRYN,1 fax
9168,3822,2011,PTO MADRYN,1 impresora multifuncion
9169,3893,2011,PTO MADRYN,"1 TV 29"", 1 estanteria"
9170,3893,2011,PTO MADRYN,1 DVD
9171,3825,2011,PTO MADRYN,1 DVD
9172,3829,2011,PTO MADRYN,1 impresora multifuncion
9173,3829,2011,PTO MADRYN,1 videoproyector
9174,3829,2011,PTO MADRYN,1 fotocopiadora
9175,3826,2011,PTO MADRYN,1 impresora multifuncion
9176,3874,2011,PTO MADRYN,"1 juego de patio, 1 lavarropas"
9177,1428,2011,PTO MADRYN,"1 maquina overlock industrial, 1 maquina recta industrial"
9178,3730,2011,RAWSON,1 notebook
9179,3730,2011,RAWSON,2 PC
9180,3458,2011,PTO MADRYN,"1 freezer, 1 fotocopiadora"
9181,3456,2011,PTO MADRYN,3 radiograbadores
9182,3732,2011,TRELEW,1 sillas de ruedas
9215,3519,2011,RIO MAYO,1 fotocopiadora
9216,3901,2011,TRELEW,"1 TV 29"""
9217,3901,2011,TRELEW,"1 colchon, 1 almohada, 1 heladera c/freezer, 1 cocina 4 hor., 1 cama de 2 plazas"
9218,3726,2011,JOSE DE SAN MARTIN,1 fotocopiadora
9219,3310,2011,TRELEW,1 notebook
9220,1843,2011,ESQUEL,1 notebook
9221,2779,2011,ESQUEL,1 notebook
9222,3274,2011,RAWSON,1 impresora multifuncion
9223,3274,2011,RAWSON,1 DVD
9224,3274,2011,RAWSON,1 TV de 29
9225,3274,2011,RAWSON,"18 tablones, 49 caballetes"
9226,3330,2011,RAWSON,2 DVD
9227,3330,2011,RAWSON,1 impresora multifuncion
9228,3929,2011,RAWSON,1 notebook
9229,3524,2011,RAWSON,3 PC
9230,3826,2011,PTO MADRYN,2 PC
9231,3829,2011,PTO MADRYN,1 PC
9232,3825,2011,PTO MADRYN,2 PC
9233,3460,2011,PTO MADRYN,1 equipo de sonido
9234,3620,2011,RADA TILLY,"1 heladera mostrador, 1 cocina industrial, 1 termotanque"
9235,3895,2011,PTO MADRYN,40 sillas plasticas apilables
9236,3823,2011,PTO MADRYN,3 PC
9237,3847,2011,RAWSON,1 microondas
9238,3847,2011,RAWSON,1 equipo de sonido
9239,2136,2011,ATILIO VIGLIONE,"27 rollos de alambre romboidal, 2 carretillas ruedas inflables"
9240,3834,2011,TRELEW,1 PC
9241,4224,2011,RAWSON,1 videoproyector
9242,2544,2011,ESQUEL,"1 freezer, 1 videoproyector, 1 amasadora industrial"
9243,145,2011,ESQUEL,"2 PC, 2 impresoras multifuncion"
9244,807,2011,CERRO RADAL,2 PC
9245,3190,2011,EPUYEN,"1 lavarropas automático, 1 cocina industrial, 1 heladera c/freezer"
9246,3190,2011,EPUYEN,1 PC
9247,3190,2011,EPUYEN,1 impresora
9248,3615,2011,TREVELIN,1 videoproyector
9249,703,2011,EL MAITEN,"1 cocina familiar, 1 cafetera familiar, 1 minicomponente c/microfono"
9250,3221,2011,EL MAITEN,1 heladera c/freezer
9251,3187,2011,EPUYEN,1 multiprocesadora
9252,2542,2011,EPUYEN,1 motoguadaña
9253,4311,2011,TRELEW,1 videoproyector
9254,3331,2011,RAWSON,2 impresoras multifuncion
9255,3272,2011,RAWSON,1 impresora multifuncion
9256,2076,2011,EL ESCORIAL,1 cocina industrial
9257,3584,2011,RAWSON,30 sillas plasticas apilables
9258,2076,2011,EL ESCORIAL,1 cocina industrial
9259,3524,2011,COMODORO RIVADAVIA,"2 escritorios, 2 bibliotecas, 2 sillas de oficina"
9260,4329,2011,TRELEW,"1 heladera, 1 freezer"
9261,4328,2011,TRELEW,"1 TV de 21"""
9262,4328,2011,TRELEW,1 DVD
9263,4325,2011,TRELEW,1 fotocopiadora
9264,4325,2011,TRELEW,3 radiograbadores
9265,4325,2011,TRELEW, 1 freezer
9266,4223,2011,TRELEW,1 batidora
9267,4223,2011,TRELEW,1 equipo de sonido
9268,4320,2011,TRELEW,"1 TV 21"", 1 fotocopiadora"
9269,4320,2011,TRELEW,1 DVD
9270,4322,2011,TRELEW,100 sillas plasticas
9271,4144,2011,TRELEW,"1 desmalezadora, 1 barrehojas"
9272,4222,2011,TRELEW,1 fotocopiadora
9273,4204,2011,COMODORO RIVADAVIA,1 PC
9274,1593,2011,ALTO RIO SENGUER, 3 bombos legüeros
9275,3670,2011,TRELEW,"1 licuadora, 1 multiprocesadora, 1 horno microondas"
9276,3670,2011,TRELEW,1 DVD
9277,3670,2011,TRELEW,1 equipos de sonido
9278,4761,2011,TRELEW,1 videoproyector
9299,2450,2011,RADA TILLY,"80 sillas plasticas , 20 mesas plasticas"
9300,2450,2011,RADA TILLY,1 heladera industrial
9306,4734,2011,RADA TILLY,"15 pelotas Nº 4, 10 pelotas Nº5, 15 aros hula hula, 15 conos, 45 tortuguitas, 1 red de tenis"
9307,4733,2011,COMODORO RIVADAVIA,100 sillas plasticas
9308,4649,2011,COMODORO RIVADAVIA,1 freidora industrial
9309,4612,2011,COMODORO RIVADAVIA,2 computadoras
9310,4181,2011,COMODORO RIVADAVIA,1 cocina industrial
9311,4707,2011,COMODORO RIVADAVIA,1 horno pizzero
9312,4611,2011,COMODORO RIVADAVIA,"1 heladera con freezer, 1 cocina industrial, 100 sillas plasticas, 18 tablones, 54 caballetes"
9313,4721,2011,COMODORO RIVADAVIA,"1 microondas, 1 heladera con freezer"
9314,4677,2011,COMODORO RIVADAVIA,1 impresora
9315,4677,2011,COMODORO RIVADAVIA,3 Computadoras
9318,4647,2011,COMODORO RIVADAVIA,1 fotocopiadora
9322,4014,2011,CUSHAMEN,1 fotocopiadora
9323,3187,2011,EPUYEN,1 fotocopiadora
9324,4708,2011,RADA TILLY,1 carro para llevar viandas
9326,4145,2011,COMODORO RIVADAVIA,4 maquinas de coser
9327,4648,2011,COMODORO RIVADAVIA,100 sillas plasticas
9328,4361,2011,COMODORO RIVADAVIA,"1 fotocopiadora, 1 microondas, 1 heladera c/freezer"
9356,2136,2011,ATILIO VIGLIONE,"1 rollo de manguera p/riego goteo, 1 rollo de nylon p/invernaculo"
9362,1887,2011,PTO MADRYN,"1 máquina de tejer, 1 máquina de coser"
9363,1069,2011,RAWSON,100 sillas plasticas apilables
9365,4652,2011,COMODORO RIVADAVIA,1 cocina de 8 hornallas
9366,4706,2011,COMODORO RIVADAVIA,10 cascos para bicicletas
9368,776,2011,SARMIENTO,"50 sillas de madera, 5 mesas de madera p/10 personas"
9371,4038,2011,PTO MADRYN,1 impresora laser
9373,923,2011,SARMIENTO,1 impresora multifuncion
9374,2859,2011,GASTRE,"1 cocina industrial, 1 heladera con freezer, 1 microondas"
9375,2832,2011,BUEN PASTO,"1 cocina industrial, 1 heladera con freezer, 1 microondas"
9376,2883,2011,COLAN CONHUE,"1 cocina industrial, 1 heladera con freezer, 1 microondas"
9377,2836,2011,CARRENLEUFU,"1 cocina industrial, 1 heladera con freezer, 1 microondas"
9378,2874,2011,TELSEN,"1 cocina industrial, 1 heladera con freezer, 1 microondas"
9379,2833,2011,LAGUNITA SALADA,"1 cocina industrial, 1 heladera con freezer, 1 microondas"
9380,2835,2011,FLORENTINO AMEGHINO,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9381,2829,2011,GAN GAN,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9382,2834,2011,FACUNDO,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9383,2838,2011,ATILIO VIGLIONE,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9384,2889,2011,ALDEA APELEG,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9385,2857,2011,LOS ALTARES,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9386,2858,2011,CERRO CENTINELA,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
9387,2837,2011,ALDEA BELEIRO,"1 impresora multifuncion, 1 reproductor DVD, 1 videoproyector"
